X,Y,Evento,Assunto,Data,Ano,Pasta,Página,Local de a,Arquivo,Prática,Atores (ge,Resumo,Ciclo,icon_url
-43.949656,-19.926219,Pixação,terrorismo,1979/01/22,"1979",1.1-2.2-0003 (1),"1121",Colégio Santo Agostinho,SESP,Atentado à bomba,Movimentos Conservadores,Explosão de bomba no banheiro do Colégio Santo Agostinho. Tratava-se de artefato caseiro e de pequena radiação que explodiu às 21h e não deixou feridos,Ciclo 3,./0.png
-43.949656,-19.926219,Pixação,Direitos Humanos,1979/01/22,"1979",1.2-2.2-004,"900",Colégio Santo Agostinho,SESP,Evento,Ativismos,,Ciclo 3,./0.png
-43.937924,-19.919725,Pixação,Anistia,1979/02/05,"1979",1.2-2.1-0007(2),"590",DCE/UFMG,SESP,Assembleia/Reunião,"Estudantes; Trabalhadores; Ativistas; Religiosos",,Ciclo 3,./0.png
-43.960124,-19.911937,Pixação,Anistia,1979/02/05,"1979",1.2-2.1-0007(2),"590",Igreja São Francisco de Chagas,SESP,Sedes,"Estudantes; Trabalhadores; Ativistas; Religiosos",,Ciclo 3,./0.png
-43.960124,-19.911937,Pixação,"Soltura presos políticos; Cajá",1979/03/02,"1979",1.2-2.2-004,"900",Igreja São Francisco de Chagas,SESP,Vigília/Missa,"Ativismos; Religiosos",,Ciclo 3,./0.png
-43.960124,-19.911937,Pixação,terrorismo,1979/03/05,"1979",1.1-2.2-0003 (1),"1099",Igreja São Francisco de Chagas,,Atentado à bomba,Movimentos Conservadores,,Ciclo 3,./0.png
-43.960124,-19.911937,Pixação,Greve,1979/03/06,"1979",1.2-2.1-0009,"2107",Igreja São Francisco de Chagas,SESP,Assembleia/Reunião,Trabalhadores,,Ciclo 3,./0.png
-43.960124,-19.911937,Pixação,Anistia,1979/03/09,"1979",1.1-2.2-0018 (A.1),"1415",Igreja São Francisco de Chagas,SESP,Panfletagem,Anônimo,Frei Basílio Resende era o padre responsável pela paróquia,Ciclo 3,./0.png
-43.941859,-19.919804,Pixação,Anistia,1979/04/19,"1979",1.2-2.2-0018 (A-1),"1717",FACE UFMG,SESP,Evento,Ativismos,,Ciclo 3,./0.png
-43,-19.9261072,Pixação,Manifestações conservadoras,1979/04/30,"1979","-","-",Casa do Jornalista,ALMG. Dossiê sobre os atentados terroristas cometidos em Belo Horizonte. Anexo ao Relatório da CPI instalada em 1980.,Manifestações conservadoras,Movimentos Conservadores,"A sede do Sindicato dos Jornalistas Profissionais de Minas Gerais foi invadida e depredada. Houve a destruição de vários documentos importantes, a danificação do prédio",Ciclo 3,./0.png
-44.022492,-19.973276,Pixação,Anti-comunismo,1979/05/01,"1979",1.2-2.2-0001(2),119-120,"Jornal dos Bairros (Av. Álvaro Silveira, 626, Santa Margarida)","-",Repressão,Movimentos Conservadores,"Foram roubados equipamentos, dinheiro e documentos",Ciclo 3,./0.png
-44.024493,-19.974538,Pixação,Anti-comunismo,1979/05/01,"1979",1.2-2.2-0001(2),119-120,"GETEC (Rua Noronha Guarany, 200)","-",Manifestações conservadoras,Movimentos Conservadores,,Ciclo 3,./0.png
-44.015262646356,-19.9764104484201,Pixação,Invasão e depredação,1979/05/01,"1979",1.2-2.1-0009,"2076","Centro de Estudos sobre o Trabalho (R. José Brandão, nº 564, Barreiro de Baixo - continuação da Av. Visconde de Ibituruna)","SESP
http://www.comissaodaverdade.mg.gov.br/bitstream/handle/123456789/1030/CPI%20ALMG%20-%20relat%c3%b3rio.pdf?sequence=1&isAllowed=y",Manifestações conservadoras,Movimentos Conservadores,"Invasão e saque na sede do CET, entidade fundada em 1978 com apoio de entidades estrangeiras (CEBENO - Holanda, Entaid et Fraternité e Broderlijk - Bélgica). Foram danificados vários objetos materiais e roubados documentos. 
http://www.comissaodaverd",Ciclo 3,./0.png
-43.951819,-19.954446,Pixação,terrorismo,1979/05/01,"1979",1.1-2.2-0003 (1),"1083",Colégio São Tomás de Aquino,SESP,Atentado à bomba,Movimentos Conservadores,Petardo foi lançado sobre muro,Ciclo 3,./0.png
-43.950116,-19.925466,Pixação,,1979/05/01,"1979",1.2-2.2-0001(2),"191","FUMEC (Rua dos Aimorés, 2627)",SESP,Atentado à bomba,Movimentos Conservadores,,Ciclo 3,./0.png
-43.934816,-19.935194,Pixação,"Violência; Repressão",1979/05/01,"1979",1.1-2.2-0018 (A.1),"1412",Capela Colégio Santo Antônio,SESP,Vigília/Missa,Movimentos Conservadores,"A missa realizada na capela do Colégio Santo Antônio homenageava José Carlos Novaes Mata Machado e Gildo Macedo Lacerda, mortos em 1976",Ciclo 3,./0.png
-44.029524,-19.946408,Pixação,Anti-comunismo,1979/05/01,"1979",1.2-2.2-0001(2),119-120,"Centro Cultural Operário (Av. Castelo Branco nº 562, Barreiro de Baixo)","-",Manifestações conservadoras,Movimentos Conservadores,,Ciclo 3,./0.png
-43.929086,-19.924769,Pixação,III ENE,1979/05/06,"1979",1.2-2.1-0009,2114-2117,Faculdade de Medicina da UFMG,SESP,Repressão,Repressão,,Ciclo 3,./0.png
-43.929086,-19.924769,Pixação,III ENE,1979/05/06,"1979",1.2-2.1-0009,2114-2117,Faculdade de Medicina da UFMG,SESP,Evento,Estudantes,,Ciclo 3,./0.png
-43.929677,-19.950307,Pixação,terrorismo,1979/05/17,"1979",1.1-2.2-0003 (1),1104 1117,"Rua Amaro Lanari, 139",SESP,Atentado à bomba,Movimentos Conservadores,"Em boletim de 5/12/1978 é narrada explosão à bomba por volta de 00:55h, intalada no motor de uma Brasília vermelha estacionada na Rua Amaro Lanari, 139. O carro pertencia ao advogado Geraldo Magela de Almeida. Segundo investigadores tratava-se de ""a�",Ciclo 3,./0.png
-43.937924,-19.919725,Pixação,Anistia,1979/05/18,"1979",1.2-2.1-0007(2),551-553,DCE/UFMG,SESP,Assembleia/Reunião,"Estudantes; Trabalhadores; Ativistas; Religiosos",,Ciclo 3,./0.png
-43.9422,-19.9404,Pixação,Anistia,1979/05/18,"1979",1.2-2.1-0007(2),"584",FAFICH UFMG,SESP,Assembleia/Reunião,"Estudantes; Trabalhadores; Ativistas; Religiosos",,Ciclo 3,./0.png
-43.936704,-19.925668,Pixação,"Anistia; Ditadura; Territórios",1979/05/18,"1979",1.2-2.1-0007(2),"505",Faculdade de Direito da UFMG,SESP,Sedes,Ativismo,Entidade para assessoria social e jurídica a pessoas e familiares vítimas da ditadura.,Ciclo 3,./0.png
-43.934816,-19.935194,Pixação,Anistia,1979/05/19,"1979",1.2-2.1-0007(2),"506",Colégio Santo Antônio,SESP,Assembleia/Reunião,"Estudantes; Trabalhadores; Ativistas; Religiosos",,Ciclo 3,./0.png
-43.960124,-19.911937,Pixação,"Direitos Humanos; Ano Internacional dos Direitos Humanos",1979/05/19,"1979",1.2-2.2-004,"884
908-909
922",Igreja São Francisco de Chagas,SESP,Vigília/Missa,"Ativismo; Religiosos",O culto reuniu cerca de 500 pessoas. Após culto ocorreu manifestação no adro da Igreja,Ciclo 3,./0.png
-43.936704,-19.925668,Pixação,Anistia,1979/05/21,"1979",1.2-2.1-0007(2),551-553,Faculdade de Direito da UFMG,SESP,Vigília/Missa,"Estudantes; Trabalhadores; Ativistas; Religiosos","Inicialmente o evento, que foi parte da Jornada pela Anistia, seria realizado na Casa do Jornalista.",Ciclo 3,./0.png
-43.916042,-19.920898,Pixação,Direitos Humanos,1979/05/22,"1979",1.2-2.2-004,859-60,Câmara Municipal,SESP,Comício/Concentração,Ativismo,,Ciclo 3,./0.png
-43.934816,-19.935194,Pixação,"Soltura presos políticos; Contra ditadura",1979/05/25,"1979",1.2-2.2-004,"846",Santuário Santo Antônio,SESP,Vigília/Missa,"Ativismo; Religiosos",O culto foi celebrado por 7 padres e 2 pastores e reuniu cerca de 500 pessoas,Ciclo 3,./0.png
-43.9480232098835,-19.9749668701912,Pixação,terrorismo,1979/06/08,"1979",1.1-2.2-0003 (1),"1095",IBM do Brasil,SESP,Atentado à bomba,Anônimo,A ameaça seria de suposta autoria do Comando Militar da Rússia,Ciclo 3,./0.png
-43.9355775503357,-19.9164328140961,Pixação,Anistia,1979/06/23,"1979",1.2-2.1-0007(7),"1062",Av. Santos Dumond próximo à Praça Rui Barbosa/Praça da Estação,SESP,Panfletagem,Anônimo,,Ciclo 3,./0.png
-43.9382850269332,-19.9208083045293,Pixação,Anistia,1979/06/27,"1979",1.2-2.1-0007(2),"473",Igreja São José,SESP,Comício/Concentração,"Estudantes; Trabalhadores; Ativistas; Religiosos","O evento foi realizado nas escadarias da Igreja São José de 12h às 19h contra a projeto de Lei de Anistia do governo, que deixava de fora o que o governo chamava de ""terroristas"". O projeto de 1979 foi arquivado. O evento foi parte da Jornada pela Ani",Ciclo 3,./0.png
-43.941994,-19.928655,Pixação,terrorismo,1979/07/08,"1978",,,Jornal Em Tempo,http://www.comissaodaverdade.mg.gov.br/bitstream/handle/123456789/1030/CPI%20ALMG%20-%20relat%c3%b3rio.pdf?sequence=1&isAllowed=y,Manifestações conservadoras,Movimentos Conservadores,"Foram destruídos máquinas, arquivos, móveis e equipamentos",Ciclo 3,./0.png
-43.9338998860988,-19.9166759468656,Pixação,Repressão policial sobre concentração de operários na Praça da Estação,1979/07/30,"1979","-","-",Praça Rui Barbosa/Praça da Estação,"Linha do tempo
1960-1983",Comício/Concentração,Trabalhadores,"Concentração na Praça da Estação após assassinato do tratorista Orocílio Martins Gonçalves com um tiro no peito durante protesto. A repressão, buscou cerca-los, mas os operários não se submeteram e logo buscaram romper o cerco, com muita comba",Ciclo 3,./0.png
-43.939086,-19.915724,Pixação,"Anistia; Violência",1979/08/12,"1979",1.2-2.2-0018 (A-1),1699 1704,"Av. Santos Dumond, esquina com Rua São Paulo",SESP,Panfletagem,Ativismos,"Pessoas foram detidas ""por estarem participando de manifestação pública""",Ciclo 3,./0.png
-43.9386367185041,-19.9189145779578,Pixação,"Anistia; Violência; Repressão",1979/08/20,"1979",1.2-2.2-0018 (A-1),"1711",Praça Sete de Setembro,SESP,Comício/Concentração,Ativismo,A manifestação na Praça Sete às 12h foi duramente repreendida com bombas e prisões. Os manifestantes pedia a libertação da brasileira presa há seis anos no Uruguai e faziam recolha de fundos para sua soltura.,Ciclo 3,./0.png
-44.01238,-19.978748,Pixação,MCCV,1979/08/21,"1979",AB.014,"-",Colégio Santa Rita de Cássia,SESP,Assembleia/Reunião,"Estudantes; Trabalhadores; Ativistas","O encontro reuniu cerca de 300 pessoas, com predominancia de mulheres. Ideia de caravana para São Paulo para articulação com MCCV de lá. Apresentado estudo do IPEAD que mostra custo de Belo Horizonte como um dos mais altos do país.",Ciclo 3,./0.png
-43.9630724598509,-19.8715865714918,Pixação,terrorismo,1979/08/23,"1979",1.1-2.2-0003 (1),"1083",COLTEC,SESP,Atentado à bomba,Movimentos Conservadores,,Ciclo 3,./0.png
-43.950191,-19.93502,Pixação,Anistia,1979/10/26,"1979",AB.014,"-",Colégio Loyola,SESP,Assembleia/Reunião,"Estudantes; Trabalhadores; Ativistas",,Ciclo 3,./0.png
-43.926983,-19.91302,Pixação,terrorismo,1979/10/27,"1979","-","-",Sede UTE,"-",Atentado à bomba,Movimentos Conservadores,,Ciclo 3,./0.png
-44.01238,-19.978748,Pixação,MCCV,1979/10/31,"1979",AB.014,"-",Colégio Santa Rita de Cássia,SESP,Assembleia/Reunião,"Estudantes; Trabalhadores; Ativistas",,Ciclo 3,./0.png
-43.926977,-19.913151,Pixação,terrorismo,1979/11/27,"1978",,,UTE-MG,http://www.comissaodaverdade.mg.gov.br/bitstream/handle/123456789/1030/CPI%20ALMG%20-%20relat%c3%b3rio.pdf?sequence=1&isAllowed=y,Atentado à bomba,Movimentos Conservadores,"Foram ainda pixados carros estacionados à frente da sede da União dos Trabalhadores do Ensino de Minas Gerais, UTE-MG.",Ciclo 3,./0.png
-43.948146,-19.937083,Pixação,"Pronto Socorro dos Direitos Humanos; Violência policial",1979/12/10,"1979",1.2-2.2-004,"818",Igreja Santo Inácio de Loyola,SESP,Assembleia/Reunião,"Estudantes; Trabalhadores; Ativistas","Reunião às 20h no Salão paroquial da Igreja Santo Inácio de Loyola, no Barreiro reuniu cerca de 40 pessoas para discutir a respeito da violência policial e Lançamento do Pronto-socorro dos Direitos Humanos na Faculdade de Direito da UFMG",Ciclo 3,./0.png
-43.934816,-19.935194,Pixação,terrorismo,1979/12/29,"1979",1.1-2.2-0003 (1),"1072",Colégio Santo Antônio,SESP,Atentado à bomba,Movimentos Conservadores,"Após explosão de bomba, a reunião foi transferida para a sede cultural do DCE. Nessa mudança de local, houve dispersão de participantes, por medo de vigilância dos agentes do DOPS/MG.",Ciclo 3,./0.png
-43.9402150463223,-19.9287124406281,Pixação,Ditadura,1980/01/22,"1980",SESP-1.2-2.2-0005,"1141",Av. Bernardo Guimarães nº 1682,SESP,Cartazes/Pixação,Anônimo,ABAIXO A DITADURA,Ciclo 3,./0.png
-43.9256181826071,-19.8875670759794,Pixação,Liberdade,1980/01/22,"1980",SESP-1.2-2.2-0005,"1143",Av. Júlio Otaviano Ferreira c/ Av. Pedro Paulo Penido (Bairro Cidade Nova),SESP,Cartazes/Pixação,Anônimo,TER ASAS JÁ É UMA FORMA DE LIBERDADE,Ciclo 3,./0.png
-43.9391657905368,-19.9280275078204,Pixação,Guerra Fria,1980/01/22,"1980",SESP-1.2-2.2-0005,"1141",R. Aimorés nº 1583,SESP,Cartazes/Pixação,Anônimo,APESAR DE URSS X USA AINDA É TEMPO DE AMAR O VULTO,Ciclo 3,./0.png
-43.9192720905379,-19.8877047020114,Pixação,Liberdade,1980/01/22,"1980",SESP-1.2-2.2-0005,"1143",R. Benjamin Moss nº 490 (Cidade Nova),SESP,Cartazes/Pixação,Anônimo,TER ASAS JÁ É UMA FORMA DE LIBERDADE,Ciclo 3,./0.png
-43.9242519175222,-19.8874701686633,Pixação,Liberdade,1980/01/22,"1980",SESP-1.2-2.2-0005,"1143",R. Bernadino Sena Figueiredo nº 556 (Cidade Nova),SESP,Cartazes/Pixação,Anônimo,TER ASAS JÁ É UMA FORMA DE LIBERDADE,Ciclo 3,./0.png
-43.9269955818448,-19.8857831761929,Pixação,Liberdade,1980/01/22,"1980",SESP-1.2-2.2-0005,"1143",R. Bernardino Sena Figueiredo c/ R. Júlio Pereira da Silva (Cidade Nova),SESP,Cartazes/Pixação,Anônimo,TER ASAS JÁ É UMA FORMA DE LIBERDADE,Ciclo 3,./0.png
-43.9266226871158,-19.8852196755063,Pixação,Liberdade,1980/01/22,"1980",SESP-1.2-2.2-0005,"1143",R. Cardeal Stepnac c/ R. Júlio Pereira da Silva (Cidade Nova),SESP,Cartazes/Pixação,Anônimo,TER ASAS JÁ É UMA FORMA DE LIBERDADE,Ciclo 3,./0.png
-43.9228654617581,-19.8883529139109,Pixação,Liberdade,1980/01/22,"1980",SESP-1.2-2.2-0005,"1143",R. Deputado Bernadino Sena Figueiredo nº 738 (Cidade Nova),SESP,Cartazes/Pixação,Anônimo,TER ASAS JÁ É UMA FORMA DE LIBERDADE,Ciclo 3,./0.png
-43.9402456887427,-19.9291765001649,Pixação,s/i,1980/01/22,"1980",SESP-1.2-2.2-0005,"1141",R. Espiríto Santo nº 1682,SESP,Cartazes/Pixação,Anônimo,PODER JOVEM VIVA A MÁFIA DA MASSA TENENTE KARL ROBERTA MAURICIO,Ciclo 3,./0.png
-43.9241723040865,-19.8885331698136,Pixação,Liberdade,1980/01/22,"1980",SESP-1.2-2.2-0005,"1143",R. José da Silva Martins nº 241 (Cidade Nova),SESP,Cartazes/Pixação,Anônimo,TER ASAS JÁ É UMA FORMA DE LIBERDADE,Ciclo 3,./0.png
-43.9293664040861,-19.9127058833639,Pixação,s/i,1980/01/23,"1980",SESP-1.2-2.2-0005,"1141",R. Curvelo nº 101,SESP,Cartazes/Pixação,Anônimo,MÁFIA AZUL-FLORESTA,Ciclo 3,./0.png
-43.9346360329215,-19.9151257858315,Pixação,Ditadura,1980/01/23,"1980",SESP-1.2-2.2-0005,"1141",R. da Bahia nº 41,SESP,Cartazes/Pixação,Anônimo,O PODER DE QUERER É O INÍCIO DA GLÓRIA ASS: O VULTO,Ciclo 3,./0.png
-43.931942304086,-19.9044027990886,Pixação,s/i,1980/01/23,"1980",SESP-1.2-2.2-0005,"1141",R. Jacui nº 974,SESP,Cartazes/Pixação,Anônimo,MÁFIA MARCELO,Ciclo 3,./0.png
-43.9327649617574,-19.9114774695667,Pixação,s/i,1980/01/23,"1980",SESP-1.2-2.2-0005,"1141",R. Pouso Alegre nº 700,SESP,Cartazes/Pixação,Anônimo,MÁFIA FLORESTA 4428349 JUNIOR LEONARDO,Ciclo 3,./0.png
43.9368692329213,-19.9257494639537,Pixação,Ditadura,1980/01/24,"1980",SESP-1.2-2.2-0005,"1141",R. Guajajaras nº 306,SESP,Cartazes/Pixação,Anônimo,"MORTE A COMOZA, GOLBERY, FIGUEIREDO, ETC.",Ciclo 3,./0.png
-43.9452873905928,-19.9176150271827,Pixação,Ditadura,1980/01/24,"1980",SESP-1.2-2.2-0005,"1141",R. Rio Grande do Sul nº 172,SESP,Cartazes/Pixação,Anônimo,É A HORA REVOLUÇÃO ABAIXO A DITADURA.,Ciclo 3,./0.png
-43.9447562979068,-19.9162345962993,Pixação,"Imperialismo; Socialismo",1980/01/24,"1980",SESP-1.2-2.2-0005,"1143",R. Tupinambás c/ Rio Grande do Sul,SESP,Cartazes/Pixação,Anônimo,ABAIXO O IMPERIALISMO - VIVA O SOCIALISMO,Ciclo 3,./0.png
-43.9430307512955,-19.9254671970865,Pixação,Poesia,1980/01/25,"1980",SESP-1.2-2.2-0005,"1141",Av. Bias Fortes nº 817,SESP,Cartazes/Pixação,Anônimo,QUAL O VALOR DA MURALHA DA CHINA E DE OUTROS MUROS ?,Ciclo 3,./0.png
-43.9442654013379,-19.9177151125057,Pixação,s/i,1980/01/25,"1980",SESP-1.2-2.2-0005,"1141",R. dos Carijós em frente ao nº 952,SESP,Cartazes/Pixação,Anônimo,MÁFIA FLORESTA BETO.,Ciclo 3,./0.png
-43.9357489175788,-19.9194224424261,Pixação,Ditadura,1980/01/25,"1980",SESP-1.2-2.2-0005,"1142",R. dos Carijós nº 40,SESP,Cartazes/Pixação,Anônimo,ABAIXO A DITADURA E VIVA O AMOR - O VULTO,Ciclo 3,./0.png
-43.9488299325131,-19.9309440490349,Pixação,s/i,1980/01/25,"1980",SESP-1.2-2.2-0005,"1143",R. Martins de Carvalho c/ Av. Barbacena,SESP,Cartazes/Pixação,Anônimo,SE O ESQUADRÃO DA MORTE VOLTAR COITADO DE...,Ciclo 3,./0.png
-43.9292410040856,-19.9260306969549,Pixação,Poesia,1980/01/25,"1980",SESP-1.2-2.2-0005,"1142",R. Rio Grande do Norte nº 77,SESP,Cartazes/Pixação,Anônimo,"NESTE NATAL NÃO COMPRE ""AME"".",Ciclo 3,./0.png
-43.934816,-19.935194,Pixação,Feminismo,1980/01/27,"1980",1.2-2.2-0018 (A-1),"1658",Colégio Santo Antônio,SESP,Assembleia/Reunião,Ativismos,Evento foi promovido pelo MFPA,Ciclo 3,./0.png
-43.941732,-19.914157,Pixação,terrorismo,1980/01/27,"1980",1.1-2.2-0003 (1),"1068",Rodoviária,SESP,Atentado à bomba,Movimentos Conservadores,,Ciclo 3,./0.png
-43.9384624752499,-19.9237231745697,Pixação,Ditadura,1980/01/28,"1980",SESP-1.2-2.2-0005,"1142",R. Espírito Santo nº 1055,SESP,Cartazes/Pixação,Anônimo,ABAIXO O FIGUEIREDO/VIVA O SOCIALISMO.,Ciclo 3,./0.png
-43.9399063905926,-19.9294666278478,Pixação,Ditadura,1980/01/28,"1980",SESP-1.2-2.2-0005,"1142",R. Espiríto Santo nº 1709,SESP,Cartazes/Pixação,Anônimo,ABAIXO A DITADURA,Ciclo 3,./0.png
-43.9367519677026,-19.9273962353126,Pixação,Mídia,1980/01/28,"1980",SESP-1.2-2.2-0005,"1142",R. Timbiras c/ João Pinheiro,SESP,Cartazes/Pixação,Anônimo,ABAIXO A REDE GLOBO,Ciclo 3,./0.png
-43.9367519677026,-19.9273962353126,Pixação,"Mídia; Globo",1980/01/28,"1980",SESP-1.2-2.2-0005,"1144",R. Timbiras c/ João Pinheiro,SESP,Cartazes/Pixação,Anônimo,ABAIXO A GLOBO,Ciclo 3,./0.png
-43.937924,-19.919725,Pixação,Mortos/desaparecidos politicos,1980/01/29,"1980",1.2-2.2-0018 (A-1),"1673",DCE/UFMG,SESP,Evento,Ativismos,,Ciclo 3,./0.png
-43.9259885229482,-19.916449485988,Pixação,Poesia,1980/01/29,"1980",SESP-1.2-2.2-0005,"1144",Av. Contorno nº 2157,SESP,Cartazes/Pixação,Anônimo,O DESERTO CRESCE,Ciclo 3,./0.png
-43.9249424968361,-19.9117326615541,Pixação,Liberdade,1980/01/29,"1980",SESP-1.2-2.2-0005,"1144",Av. Flávio dos Santos c/ Av. Silviano Brandão.,SESP,Cartazes/Pixação,Anônimo,TER ASAS JÁ É UMA FORMA DE LIBERDADE,Ciclo 3,./0.png
-43.9249424968361,-19.9117326615541,Pixação,Poesia,1980/01/29,"1980",SESP-1.2-2.2-0005,"1144",Av. Flávio dos Santos c/ Av. Silviano Brandão.,SESP,Cartazes/Pixação,Anônimo,"VIVER PELA PAZ, VIVER COM RAZÃO ASS: O VULTO
AS ÁRVORES FALAM POR ELES E POR NS",Ciclo 3,./0.png
-43.9249424968361,-19.9117326615541,Pixação,Poesia,1980/01/29,"1980",SESP-1.2-2.2-0005,"1144",Av. Flávio dos Santos c/ Av. Silviano Brandão.,SESP,Cartazes/Pixação,Anônimo,"AS ESTRELAS BRIHAM COMO VOCE, PENSE NISSO
ASS. VULTO",Ciclo 3,./0.png
-43.94240147525,-19.92900828633,Pixação,Poesia,1980/01/29,"1980",SESP-1.2-2.2-0005,"1144",R. São Paulo nº 1755,SESP,Cartazes/Pixação,Anônimo,"CUMAROLE
ALEGRIA É A PROVA DOS NOVE A TRISTEZA SEU PORTO SEGURO",Ciclo 3,./0.png
-43.9447562979068,-19.9162345962993,Pixação,Ditadura,1980/01/29,"1980",SESP-1.2-2.2-0005,"1142",R. Tupinambás c/ Rio Grande do Sul,SESP,Cartazes/Pixação,Anônimo,ABAIXO O IMPERIALISMO VIVA O SOCIALISMO.,Ciclo 3,./0.png
-43.9447562979068,-19.9162345962993,Pixação,"Imperialismo; Socialismo",1980/01/29,"1980",SESP-1.2-2.2-0005,"1147",R. Tupinambás c/ Rio Grande do Sul,SESP,Cartazes/Pixação,Anônimo,ABAIXO O IMPERIALISMO/ VIVA O SOCIALISMO,Ciclo 3,./0.png
-43.9600950617574,-19.9118176824583,Pixação,Anistia,1980/01/30,"1980",1.2-2.2-0018 (A-1),"1658",Igreja São Francisco de Chagas,SESP,Assembleia/Reunião,Ativismos,,Ciclo 3,./0.png
-43.9346360329215,-19.9151257858315,Pixação,Ditadura,1980/01/30,"1980",SESP-1.2-2.2-0005,"1144",R. da Bahia nº 41,SESP,Cartazes/Pixação,Anônimo,O PODER DE QUERER É O INÍCIO DA GLÓRIA ASS. O VULTO,Ciclo 3,./0.png
-43.9374102040292,-19.9202580434916,Pixação,Movimento Revolucionário 8 de Outubro,1980/01/31,"1980",SESP-1.2-2.2-0005,"1147",WC. do Cine Acaiaca,SESP,Cartazes/Pixação,Anônimo,VIVA O MR-8,Ciclo 3,./0.png
-43.9057310752508,-19.8937504325467,Pixação,Poesia,1980/01/31,"1980",SESP-1.2-2.2-0005,"1147",R. Marzagãnia nº 159,SESP,Cartazes/Pixação,Anônimo,O MAL NÃO TEM RAIZES: O VULTO,Ciclo 3,./0.png
-43.9256095607822,-19.9350937659547,Pixação,s/i,1980/02/01,"1980",SESP-1.2-2.2-0005,"1147",Av. Contorno nº 4878,SESP,Cartazes/Pixação,Anônimo,ABAIXO O FIGUEIREDO: GERALDO,Ciclo 3,./0.png
-43.9258075699674,-19.9361347709608,Pixação,Poesia,1980/02/01,"1980",SESP-1.2-2.2-0005,"1147",Av. Controno nº 4852,SESP,Cartazes/Pixação,Anônimo,É MENTIRA TERRA NÃO COME - TIME OF ROCK GANG D.A. HERVAL (BECO),Ciclo 3,./0.png
-43.9464631175213,-19.9286067995835,Pixação,Poesia,1980/02/01,"1980",SESP-1.2-2.2-0005,"1147",Av. Olegário Maciel nº 1659,SESP,Cartazes/Pixação,Anônimo,O HIPOPÓTAMO VOA !!!,Ciclo 3,./0.png
-43.9423809040857,-19.926008556519,Pixação,Poesia,1980/02/01,"1980",SESP-1.2-2.2-0005,"1147",R. Timbiras nº 2041,SESP,Cartazes/Pixação,Anônimo,NÃO EXISTE ESCONDERIJO,Ciclo 3,./0.png
-43.9455519534725,-19.929174197617,Pixação,"DIitadura; PCB; Anistia",1980/02/01,"1980",SESP-1.2-2.2-0005,"1146",Rua Gonçalves Dias c/ R. Santa Catarina,SESP,Cartazes/Pixação,Anônimo,"TERRORISTA É A DITADURA - VIVA O PCB ! ANISTIA IRRESTRITA, VIVA O PC BR",Ciclo 3,./0.png
-43.9153760040862,-19.9064496381161,Pixação da reitoria,Poesia,1980/02/01,"1980",SESP-1.2-2.2-0005,"1146",Rua João Carlos nº 172,SESP,Cartazes/Pixação,Anônimo,"MÁFIA DA PUREZA
INVASÃO PURESAL",Ciclo 3,./0.png
-43.9383262599072,-19.9267051517144,Pixação e comícios relâmpago na prefeitura por estudantes,Poesia,1980/02/01,"1980",SESP-1.2-2.2-0005,"1146",Rua Timbiras nº 1634,SESP,Cartazes/Pixação,Anônimo,VAMO NESSA QUE É BOM A BESSA,Ciclo 3,./0.png
-43.93872777525,-19.9265313704562,Pixações Igreja São José,Poesia,1980/02/01,"1980",SESP-1.2-2.2-0005,"1146",Rua Timbiras nº 1660,SESP,Cartazes/Pixação,Anônimo,A POESIA PASSOU POR AQUI O!,Ciclo 3,./0.png
-43.9426868194283,-19.9258961641502,Pixo de placas com motivos políticos,Poesia,1980/02/01,"1980",SESP-1.2-2.2-0005,"1146",Rua Timbiras nº 2063,SESP,Cartazes/Pixação,Anônimo,"NÃO EXISTE ESCONDERIJO NO MUNDO - FELIZ MUNDO NOVO
PAREDE, SEI DA SUA SEDE",Ciclo 3,./0.png
-43.9259870039945,-19.920641504587,Pixos a favor do aumento salarial,Poesia,1980/02/02,"1980",SESP-1.2-2.2-0005,"1146",Av. Andradas nº 2184,SESP,Cartazes/Pixação,Anônimo,TER ASAS JÁ É UMA FORMA DE LIBERDADE,Ciclo 3,./0.png
-43.9280175616669,-19.9155495374879,Pixos a favor do aumento salarial,s/i,1980/02/02,"1980",SESP-1.2-2.2-0005,"1146",Av. Contorno nº 1790,SESP,Cartazes/Pixação,Anônimo,JOÃO PORCÃO BIZONHÃO,Ciclo 3,./0.png
-43.9321991599074,-19.9104159184641,Pixos a favor do aumento salarial,Poesia,1980/02/02,"1980",SESP-1.2-2.2-0005,"1146",Rua Jacui nº 312,SESP,Cartazes/Pixação,Anônimo,"HIPOPÓTAMO AZUL
ELE COME PEIXE",Ciclo 3,./0.png
-43.932270704086,-19.9099980806031,Plano de Combate às favelas,Poesia,1980/02/02,"1980",SESP-1.2-2.2-0005,"1146",Rua Jacui nº 354,SESP,Cartazes/Pixação,Anônimo,O HIPOPÓTAMO VEM AÍ,Ciclo 3,./0.png
-43.9323004905932,-19.9045879114082,Polícia atira bombas de efeito moral na sede da UEE,Poesia,1980/02/02,"1980",SESP-1.2-2.2-0005,"1146",Rua Jacui nº 957,SESP,Cartazes/Pixação,Anônimo,O HIPOPÓTAMO VOA,Ciclo 3,./0.png
